Flight_ID,Airline,Departure_Airport,Arrival_Airport,Flight_Date,Scheduled_Departure_Time,Actual_Departure_Delay_Min,Scheduled_Arrival_Time,Arrival_Delay_Min,Flight_Duration_Min,Distance_KM,Weather_Condition,Delay_Reason,Gate_Number,Terminal,Passenger_Count,Day_of_Week,Month,On_Time_Status
FL1356,Vistara,DXB,MAA,07-03-2026,22:06:47,31,01:30:36,53,331,2807,Storm,Crew Issue,G38,T2,275,Monday,November,Delayed
FL1357,Qatar Airways,MAA,DXB,05-02-2026,14:09:01,141,17:21:52,166,210,1901,Fog,Weather,G41,T1,307,Friday,July,Delayed
FL1358,Air India,MAA,DXB,01-03-2025,10:03:30,74,02:45:34,66,239,2025,Clear,Weather,G23,T2,203,Thursday,November,Delayed
FL1359,Vistara,DXB,HYD,03-07-2025,17:47:11,54,22:42:57,49,202,4737,Rain,Technical,G37,T2,293,Wednesday,March,Delayed
FL1360,Emirates,HYD,BOM,04-01-2026,23:36:13,11,18:58:22,47,108,4437,Clear,Weather,G38,T3,131,Thursday,October,On-Time
FL1361,Air India,DEL,MAA,25-02-2026,11:55:22,172,13:01:56,196,217,3587,Clear,Weather,G42,T3,207,Monday,August,Delayed
FL1362,Emirates,DEL,MAA,14-01-2025,02:18:37,133,05:22:45,125,66,372,Clear,Crew Issue,G15,T2,212,Tuesday,September,Delayed
FL1363,Qatar Airways,BLR,SIN,17-12-2024,12:26:38,65,11:22:05,81,189,3278,Clear,Technical,G18,T3,255,Wednesday,April,Delayed
FL1364,Akasa Air,CCU,HYD,07-12-2025,02:52:01,19,18:29:40,26,315,4661,Fog,Technical,G25,T2,330,Tuesday,November,Delayed
FL1365,SpiceJet,BLR,HYD,01-08-2024,14:00:28,53,06:08:36,75,223,394,Fog,Weather,G14,T3,159,Friday,December,Delayed
FL1366,Emirates,MAA,DXB,13-09-2025,17:57:58,79,10:31:01,114,84,2829,Storm,Security,G8,T2,74,Monday,June,Delayed
FL1367,Akasa Air,DXB,SIN,07-03-2025,15:06:00,78,20:40:32,71,232,4523,Fog,Late Aircraft,G32,T2,141,Thursday,March,Delayed
FL1368,Air India,HYD,BLR,15-02-2026,00:11:39,140,23:42:34,160,79,3336,Cloudy,Crew Issue,G6,T1,209,Sunday,April,Delayed
FL1369,Emirates,HYD,SIN,18-11-2025,02:22:39,92,05:47:32,124,313,3501,Rain,Crew Issue,G23,T1,336,Friday,July,Delayed
FL1370,Akasa Air,DXB,HYD,06-06-2025,10:33:00,4,09:35:44,12,325,4150,Rain,Crew Issue,G31,T1,105,Wednesday,April,On-Time
FL1371,IndiGo,CCU,DXB,08-08-2025,11:08:30,82,22:52:55,80,158,4544,Storm,Air Traffic,G9,T1,205,Friday,December,Delayed
FL1372,SpiceJet,BLR,DEL,24-05-2024,14:57:24,114,06:09:17,110,139,699,Storm,Late Aircraft,G33,T3,309,Friday,January,Delayed
FL1373,Qatar Airways,BOM,MAA,20-07-2025,05:53:57,3,20:21:44,31,99,2448,Cloudy,Late Aircraft,G39,T3,270,Friday,April,On-Time
FL1374,Qatar Airways,SIN,BOM,25-09-2025,21:33:47,51,15:52:37,76,183,4817,Fog,Air Traffic,G39,T1,227,Tuesday,April,Delayed
FL1375,Qatar Airways,BOM,DXB,02-09-2024,10:26:04,62,06:33:12,88,175,1067,Storm,Technical,G35,T3,56,Friday,December,Delayed
FL1376,Air India,BLR,HYD,20-05-2025,03:10:07,154,08:45:02,171,73,2064,Cloudy,Air Traffic,G22,T2,182,Thursday,August,Delayed
FL1377,SpiceJet,CCU,MAA,17-08-2025,14:33:54,129,04:20:09,145,305,3008,Fog,Security,G10,T2,114,Thursday,February,Delayed
FL1378,Qatar Airways,SIN,DXB,24-10-2025,03:39:22,12,04:16:13,22,301,2685,Fog,Technical,G37,T2,222,Wednesday,July,On-Time
FL1379,Qatar Airways,DEL,CCU,15-10-2024,19:03:55,159,03:32:57,184,247,2742,Rain,Late Aircraft,G21,T1,305,Monday,May,Delayed
FL1380,Air India,DXB,MAA,12-01-2025,07:05:37,116,09:55:38,131,255,845,Rain,Air Traffic,G48,T1,301,Thursday,October,Delayed
FL1381,Akasa Air,BLR,HYD,21-01-2025,17:19:12,81,08:50:25,110,286,4104,Fog,Air Traffic,G29,T2,91,Saturday,November,Delayed
FL1382,Air India,SIN,BLR,09-07-2024,05:00:23,20,12:37:43,51,172,4500,Fog,Technical,G17,T1,169,Saturday,September,Delayed
FL1383,Akasa Air,SIN,BOM,01-08-2025,08:24:41,136,05:20:47,166,188,871,Clear,Security,G48,T1,78,Sunday,February,Delayed
FL1384,IndiGo,DEL,SIN,29-03-2026,17:21:35,96,21:57:57,95,301,4197,Storm,Technical,G40,T3,326,Tuesday,February,Delayed
FL1385,Air India,MAA,DEL,24-02-2026,20:00:40,27,22:53:06,27,306,3149,Cloudy,Crew Issue,G8,T2,263,Monday,October,Delayed
FL1386,Vistara,SIN,CCU,23-01-2026,19:04:52,176,07:05:58,180,232,2448,Clear,Weather,G8,T3,249,Friday,July,Delayed
FL1387,Akasa Air,DEL,BOM,09-12-2024,02:10:10,86,11:16:44,118,168,3806,Fog,Security,G24,T2,201,Monday,September,Delayed
FL1388,Air India,DXB,SIN,14-11-2025,23:16:16,16,05:21:55,10,207,4627,Clear,Weather,G31,T3,277,Tuesday,April,Delayed
FL1389,Akasa Air,BLR,CCU,28-11-2024,20:25:55,138,05:30:43,142,270,2846,Fog,Air Traffic,G28,T2,100,Sunday,July,Delayed
FL1390,Vistara,BOM,BLR,16-11-2024,20:14:33,4,09:35:23,0,67,1873,Storm,Security,G47,T1,269,Saturday,April,On-Time
FL1391,Qatar Airways,HYD,DXB,24-10-2024,08:53:26,80,23:50:04,100,195,4139,Clear,Late Aircraft,G40,T3,98,Sunday,January,Delayed
FL1392,Vistara,BOM,HYD,26-10-2025,20:51:23,35,02:39:36,28,137,1940,Storm,Security,G41,T2,266,Monday,November,Delayed
FL1393,Air India,DEL,DXB,04-02-2025,23:50:21,121,04:31:49,160,325,2496,Clear,Crew Issue,G36,T2,189,Saturday,June,Delayed
FL1394,IndiGo,BOM,CCU,25-07-2025,14:14:39,90,07:23:32,119,317,2721,Rain,Technical,G13,T3,230,Friday,August,Delayed
FL1395,IndiGo,HYD,DEL,17-07-2024,07:53:58,159,06:59:28,179,347,3659,Fog,Security,G34,T3,60,Saturday,January,Delayed
FL1396,SpiceJet,MAA,SIN,02-01-2026,18:52:15,9,19:27:33,13,332,1235,Clear,Technical,G18,T3,232,Tuesday,December,On-Time
FL1397,SpiceJet,DXB,DEL,06-06-2025,22:17:24,152,00:35:04,181,183,3997,Rain,Security,G22,T1,262,Friday,July,Delayed
FL1398,Qatar Airways,CCU,BLR,20-03-2025,20:16:33,171,02:40:05,192,233,2460,Rain,Late Aircraft,G21,T3,171,Monday,September,Delayed
FL1399,IndiGo,CCU,DEL,27-06-2024,04:58:34,31,13:45:36,50,178,338,Storm,Technical,G49,T1,317,Wednesday,October,Delayed
FL1400,SpiceJet,DXB,SIN,31-12-2024,00:06:47,174,22:40:06,181,208,3768,Clear,Late Aircraft,G21,T2,175,Sunday,August,Delayed
FL1401,SpiceJet,SIN,BOM,22-08-2024,00:32:12,135,11:40:10,170,297,946,Cloudy,Crew Issue,G23,T2,285,Tuesday,November,Delayed
FL1402,Qatar Airways,DXB,DEL,14-02-2025,09:00:45,85,10:40:21,96,294,1668,Cloudy,Air Traffic,G22,T1,334,Saturday,February,Delayed
FL1403,Air India,BOM,BLR,30-04-2026,18:47:20,12,12:46:52,19,317,4608,Storm,Late Aircraft,G15,T3,332,Tuesday,December,On-Time
FL1404,SpiceJet,DXB,MAA,27-06-2025,23:19:18,49,00:05:37,69,147,760,Clear,Weather,G22,T1,220,Wednesday,August,Delayed
FL1405,SpiceJet,CCU,SIN,01-12-2025,12:23:13,164,00:14:22,186,243,814,Clear,Technical,G19,T1,72,Tuesday,July,Delayed
FL1406,Akasa Air,SIN,HYD,21-12-2025,07:30:11,156,03:41:30,175,354,1604,Cloudy,Crew Issue,G37,T1,160,Monday,February,Delayed
FL1407,IndiGo,CCU,HYD,27-07-2024,03:17:50,135,15:17:16,166,245,4027,Cloudy,Security,G8,T2,178,Sunday,July,Delayed
FL1408,Vistara,DEL,BLR,23-08-2025,16:54:50,107,06:33:02,101,62,748,Storm,Weather,G4,T3,153,Friday,April,Delayed
FL1409,Vistara,MAA,DXB,09-09-2024,20:06:06,63,06:23:25,94,69,1728,Rain,Technical,G46,T2,280,Wednesday,May,Delayed
FL1410,IndiGo,SIN,BOM,07-12-2025,22:57:00,154,19:06:28,145,171,2847,Rain,Crew Issue,G36,T2,135,Thursday,May,Delayed
FL1411,IndiGo,SIN,DXB,03-05-2026,20:14:51,89,03:14:30,90,268,1337,Fog,Air Traffic,G34,T1,69,Saturday,November,Delayed
FL1412,Akasa Air,SIN,HYD,05-02-2025,08:52:19,74,15:29:35,79,302,4195,Rain,Crew Issue,G19,T1,150,Tuesday,May,Delayed
FL1413,SpiceJet,DEL,HYD,29-07-2025,01:54:22,131,03:23:39,167,191,1343,Cloudy,Crew Issue,G10,T2,73,Thursday,June,Delayed
FL1414,Qatar Airways,DXB,SIN,10-07-2025,05:54:29,153,01:21:47,179,289,2323,Cloudy,Technical,G39,T2,251,Wednesday,October,Delayed
FL1415,SpiceJet,BLR,HYD,22-05-2024,13:02:09,37,05:47:53,72,319,4583,Rain,Crew Issue,G45,T2,69,Wednesday,December,Delayed
FL1416,Qatar Airways,SIN,HYD,09-07-2024,10:48:14,16,06:00:39,12,63,3592,Rain,Air Traffic,G14,T2,52,Wednesday,July,Delayed
FL1417,Akasa Air,CCU,DEL,21-11-2024,10:10:09,79,03:55:37,72,313,2883,Rain,Security,G34,T3,207,Tuesday,November,Delayed
FL1418,Vistara,DEL,DXB,22-11-2025,10:04:13,81,20:33:32,89,218,3559,Rain,Crew Issue,G19,T2,260,Sunday,December,Delayed
FL1419,Qatar Airways,BOM,SIN,11-02-2025,10:49:00,149,10:28:41,162,168,841,Storm,Late Aircraft,G38,T2,166,Tuesday,November,Delayed
FL1420,SpiceJet,HYD,BOM,26-01-2025,14:05:51,158,08:27:09,183,251,2366,Rain,Late Aircraft,G48,T2,222,Sunday,July,Delayed
FL1421,Akasa Air,BOM,HYD,01-11-2025,17:48:06,93,11:46:42,131,242,2828,Storm,Security,G18,T2,165,Friday,September,Delayed
FL1422,IndiGo,DXB,HYD,17-02-2026,07:28:46,112,19:06:55,129,310,1626,Fog,Late Aircraft,G11,T3,167,Friday,November,Delayed
FL1423,Qatar Airways,BOM,DEL,27-08-2025,06:53:48,44,15:58:33,66,257,1583,Rain,Late Aircraft,G20,T3,289,Wednesday,March,Delayed
FL1424,Emirates,DEL,CCU,24-07-2024,08:10:13,46,20:46:10,62,257,2425,Storm,Air Traffic,G11,T2,186,Monday,January,Delayed
FL1425,Air India,BOM,BLR,25-02-2025,19:22:04,89,22:17:50,94,120,437,Cloudy,Late Aircraft,G3,T3,156,Friday,October,Delayed
FL1426,SpiceJet,BLR,HYD,11-12-2024,05:13:35,112,03:50:46,131,313,3057,Storm,Crew Issue,G17,T3,100,Friday,December,Delayed
FL1427,IndiGo,MAA,BLR,01-11-2024,21:10:30,146,17:07:17,177,94,4976,Storm,Weather,G29,T2,98,Thursday,February,Delayed
FL1428,Emirates,BOM,SIN,17-03-2025,04:52:19,148,15:24:59,147,251,2703,Rain,Air Traffic,G6,T2,139,Wednesday,August,Delayed
FL1429,Vistara,BLR,CCU,03-03-2025,09:10:01,3,15:31:22,31,354,3278,Fog,Crew Issue,G1,T1,329,Thursday,December,On-Time
FL1430,IndiGo,SIN,MAA,01-01-2025,05:36:40,56,21:24:47,81,356,985,Fog,Weather,G44,T3,237,Monday,January,Delayed
FL1431,IndiGo,CCU,DXB,05-12-2025,21:08:10,56,19:05:29,76,143,4943,Rain,Late Aircraft,G21,T1,155,Friday,March,Delayed
FL1432,Akasa Air,MAA,BLR,22-07-2024,08:49:30,157,16:17:45,168,279,462,Storm,Crew Issue,G28,T1,319,Sunday,July,Delayed
FL1433,Emirates,MAA,BOM,06-01-2026,12:03:40,119,07:26:46,118,241,2314,Storm,Crew Issue,G42,T1,266,Saturday,October,Delayed
FL1434,Akasa Air,BLR,HYD,30-04-2025,15:15:58,69,10:35:15,102,287,2019,Storm,Crew Issue,G43,T1,133,Saturday,April,Delayed
FL1435,Qatar Airways,BLR,MAA,19-12-2024,09:32:18,81,07:35:24,113,80,989,Clear,Security,G33,T1,56,Sunday,September,Delayed
FL1436,SpiceJet,MAA,BLR,20-08-2025,09:36:50,69,15:15:01,73,219,1471,Rain,Crew Issue,G24,T1,192,Wednesday,November,Delayed
FL1437,Emirates,SIN,HYD,26-03-2026,09:57:12,175,01:28:48,171,213,2839,Fog,Security,G14,T2,214,Friday,July,Delayed
FL1438,SpiceJet,BOM,BLR,17-07-2024,22:09:49,57,08:32:15,67,141,3952,Storm,Security,G3,T1,136,Sunday,November,Delayed
FL1439,Akasa Air,HYD,CCU,19-06-2025,00:58:42,164,23:39:02,177,220,1194,Clear,Late Aircraft,G42,T1,135,Wednesday,February,Delayed
FL1440,IndiGo,BLR,MAA,31-08-2024,08:13:47,32,04:11:21,38,211,872,Rain,Air Traffic,G34,T3,77,Tuesday,September,Delayed
FL1441,Akasa Air,DXB,BLR,23-10-2025,08:09:23,42,05:10:14,72,145,4572,Rain,Security,G17,T2,147,Thursday,March,Delayed
FL1442,Akasa Air,SIN,CCU,30-10-2024,20:27:32,97,18:54:58,87,64,1837,Rain,Security,G22,T1,161,Thursday,May,Delayed
FL1443,SpiceJet,MAA,BOM,28-08-2025,15:20:36,56,20:49:43,47,157,3515,Storm,Security,G48,T1,174,Sunday,June,Delayed
FL1444,Air India,DEL,HYD,10-07-2024,13:22:30,166,07:01:40,177,135,643,Rain,Crew Issue,G47,T3,343,Friday,November,Delayed
FL1445,Emirates,SIN,BLR,23-04-2026,19:42:33,58,19:18:30,57,158,2027,Storm,Crew Issue,G49,T3,81,Sunday,August,Delayed
FL1446,IndiGo,SIN,BOM,17-05-2025,08:52:56,134,05:27:39,144,79,1477,Cloudy,Weather,G4,T1,263,Wednesday,January,Delayed
FL1447,Akasa Air,HYD,BOM,29-04-2026,09:26:30,142,11:33:38,171,272,2049,Fog,Technical,G28,T2,319,Friday,December,Delayed
FL1448,Akasa Air,SIN,HYD,14-02-2025,06:02:01,154,06:40:23,184,227,2405,Clear,Security,G28,T1,75,Wednesday,September,Delayed
FL1449,Qatar Airways,CCU,HYD,21-11-2025,12:34:21,112,11:23:55,103,307,4270,Clear,Late Aircraft,G8,T2,93,Friday,April,Delayed
FL1450,Emirates,DXB,DEL,29-03-2026,07:26:06,96,10:50:58,127,286,2114,Rain,Air Traffic,G25,T1,227,Thursday,May,Delayed
FL1451,Qatar Airways,CCU,SIN,18-01-2026,09:48:20,170,01:18:06,178,256,4702,Clear,Crew Issue,G11,T1,317,Sunday,April,Delayed
FL1452,Emirates,BLR,SIN,21-02-2025,04:24:28,73,21:45:56,70,356,2511,Cloudy,Late Aircraft,G37,T2,134,Sunday,December,Delayed
FL1453,Akasa Air,DXB,BOM,16-12-2025,10:47:58,71,04:26:25,69,106,2585,Rain,Technical,G40,T1,259,Sunday,January,Delayed
FL1454,SpiceJet,CCU,HYD,08-11-2024,04:51:24,41,18:37:48,50,327,3122,Cloudy,Security,G16,T1,308,Wednesday,December,Delayed
FL1455,Akasa Air,HYD,MAA,12-04-2026,00:04:15,26,00:11:04,65,99,3276,Fog,Security,G28,T3,178,Sunday,February,Delayed
FL1456,Qatar Airways,MAA,SIN,26-09-2025,08:10:30,7,06:38:19,33,235,3990,Storm,Weather,G37,T2,309,Sunday,November,On-Time
FL1457,Qatar Airways,MAA,DXB,14-03-2025,14:40:42,109,22:24:32,117,91,2996,Rain,Technical,G12,T1,65,Saturday,June,Delayed
FL1458,Qatar Airways,BLR,SIN,08-04-2025,09:52:38,128,18:02:14,162,80,969,Storm,Crew Issue,G13,T1,211,Friday,November,Delayed
FL1459,Vistara,HYD,DXB,13-05-2024,12:32:57,3,01:10:37,20,161,1829,Storm,Crew Issue,G31,T1,108,Saturday,February,On-Time
FL1460,Emirates,DXB,HYD,29-03-2026,08:13:44,127,20:58:39,143,84,2700,Fog,Late Aircraft,G4,T2,330,Thursday,August,Delayed
FL1461,IndiGo,CCU,HYD,07-04-2026,15:08:45,147,10:49:21,170,213,3369,Clear,Late Aircraft,G5,T2,276,Saturday,November,Delayed
FL1462,IndiGo,CCU,SIN,25-07-2025,22:08:23,8,18:40:44,35,193,3290,Cloudy,Crew Issue,G44,T1,262,Thursday,April,On-Time
FL1463,SpiceJet,SIN,MAA,27-02-2025,20:26:27,130,20:23:43,131,345,1285,Fog,Air Traffic,G48,T3,326,Friday,March,Delayed
FL1464,SpiceJet,SIN,DXB,10-02-2025,19:40:07,155,21:40:35,170,249,1280,Clear,Weather,G35,T1,229,Saturday,August,Delayed
FL1465,Qatar Airways,DEL,BOM,19-03-2025,06:10:51,33,21:51:28,63,134,2626,Rain,Crew Issue,G48,T2,199,Monday,July,Delayed
FL1466,Air India,BLR,DXB,31-10-2024,21:03:45,16,20:16:18,10,167,1974,Fog,Technical,G30,T2,320,Monday,November,Delayed
FL1467,IndiGo,CCU,MAA,04-10-2025,23:22:29,90,09:35:29,114,348,1023,Fog,Late Aircraft,G16,T3,115,Tuesday,January,Delayed
FL1468,SpiceJet,DXB,CCU,14-06-2024,00:50:45,167,01:39:04,184,106,2258,Rain,Crew Issue,G6,T3,250,Monday,December,Delayed
FL1469,Air India,BOM,DEL,11-02-2026,20:56:20,147,17:29:02,137,306,1154,Storm,Weather,G3,T1,53,Friday,April,Delayed
FL1470,IndiGo,SIN,DEL,21-06-2025,09:53:29,152,01:58:34,188,353,4928,Fog,Weather,G35,T2,166,Saturday,March,Delayed
FL1471,Air India,SIN,DEL,15-09-2025,03:53:06,45,23:08:22,48,98,692,Storm,Weather,G35,T3,301,Sunday,February,Delayed
FL1472,SpiceJet,BOM,BLR,28-12-2024,01:40:24,76,16:57:17,80,269,1438,Fog,Technical,G33,T2,183,Sunday,March,Delayed
FL1473,Akasa Air,MAA,DEL,08-09-2024,12:58:26,150,18:54:43,166,105,2897,Cloudy,Weather,G14,T3,149,Saturday,March,Delayed
FL1474,Emirates,SIN,MAA,02-05-2026,17:44:09,71,06:44:03,95,206,4217,Rain,Late Aircraft,G20,T3,330,Tuesday,July,Delayed
FL1475,Air India,SIN,DXB,09-06-2025,13:27:26,167,23:28:32,180,329,4549,Clear,Weather,G38,T1,264,Sunday,February,Delayed
FL1476,Vistara,DXB,MAA,02-10-2024,19:30:00,149,10:47:18,186,142,3246,Fog,Technical,G42,T1,324,Wednesday,November,Delayed
FL1477,Akasa Air,BOM,MAA,09-04-2025,02:35:24,27,22:45:35,36,232,4089,Cloudy,Security,G9,T3,300,Friday,May,Delayed
FL1478,Qatar Airways,DEL,SIN,18-03-2025,05:16:40,123,17:32:01,131,179,1233,Fog,Technical,G36,T3,335,Friday,September,Delayed
FL1479,Vistara,BLR,DXB,01-11-2025,12:03:49,8,11:05:20,30,148,2062,Fog,Late Aircraft,G41,T1,271,Sunday,April,On-Time
FL1480,IndiGo,SIN,BLR,18-09-2024,04:54:17,40,02:53:57,33,127,1287,Rain,Crew Issue,G8,T3,51,Friday,February,Delayed
FL1481,SpiceJet,DEL,BLR,04-08-2024,04:12:15,104,03:20:10,139,145,4308,Rain,Crew Issue,G16,T3,111,Thursday,June,Delayed
FL1482,Vistara,MAA,SIN,01-03-2025,01:13:53,112,15:05:45,149,217,2615,Clear,Weather,G35,T3,316,Monday,January,Delayed
FL1483,IndiGo,HYD,BOM,04-07-2025,00:59:54,63,11:50:48,98,109,1792,Clear,Crew Issue,G21,T3,325,Wednesday,November,Delayed
FL1484,Emirates,DXB,BLR,01-07-2024,18:44:07,100,03:30:18,92,231,2344,Storm,Weather,G9,T3,84,Friday,September,Delayed
FL1485,IndiGo,MAA,BLR,29-03-2026,20:31:49,64,11:01:46,61,135,826,Fog,Weather,G41,T3,196,Tuesday,March,Delayed
FL1486,Akasa Air,CCU,BLR,24-03-2026,18:01:32,25,21:12:16,43,291,1873,Clear,Air Traffic,G20,T3,206,Thursday,December,Delayed
FL1487,Air India,BLR,DEL,25-04-2025,05:37:21,178,12:55:15,171,87,1071,Clear,Crew Issue,G22,T1,125,Thursday,October,Delayed
FL1488,Emirates,DEL,BLR,20-02-2026,09:00:02,172,05:05:27,164,253,2307,Rain,Weather,G34,T1,306,Saturday,March,Delayed
FL1489,Vistara,DEL,MAA,08-07-2024,00:03:48,71,15:20:07,83,321,2561,Fog,Security,G25,T3,259,Sunday,December,Delayed
FL1490,SpiceJet,HYD,BOM,13-04-2025,16:18:34,144,12:29:29,145,321,1029,Rain,Late Aircraft,G27,T2,185,Saturday,February,Delayed
FL1491,Qatar Airways,DEL,BLR,11-08-2025,22:33:08,123,17:45:38,154,152,1944,Storm,Air Traffic,G49,T3,191,Monday,May,Delayed
FL1492,Vistara,BOM,HYD,25-10-2025,00:42:01,34,14:19:27,71,296,2396,Cloudy,Air Traffic,G46,T1,239,Thursday,October,Delayed
FL1493,Air India,MAA,BLR,30-10-2024,03:08:59,135,15:13:10,167,149,640,Fog,Weather,G49,T3,241,Saturday,December,Delayed
FL1494,Emirates,BOM,MAA,18-03-2026,23:03:52,61,23:01:30,92,292,2100,Cloudy,Weather,G24,T1,86,Sunday,January,Delayed
FL1495,Vistara,BLR,DEL,20-12-2024,02:53:50,48,16:29:15,78,76,1155,Fog,Crew Issue,G21,T1,108,Tuesday,January,Delayed
FL1496,SpiceJet,DXB,BOM,08-05-2025,01:26:11,166,06:23:01,196,98,4792,Rain,Crew Issue,G11,T3,196,Wednesday,May,Delayed
FL1497,SpiceJet,BOM,CCU,04-03-2025,17:47:23,138,16:26:29,140,186,3929,Clear,Security,G45,T3,50,Monday,March,Delayed
FL1498,Akasa Air,BLR,SIN,22-08-2025,20:10:16,167,16:39:20,200,78,3703,Clear,Crew Issue,G8,T1,158,Thursday,May,Delayed
FL1499,IndiGo,HYD,MAA,17-05-2024,05:43:10,11,21:27:36,48,149,1287,Cloudy,Crew Issue,G5,T1,57,Wednesday,April,On-Time
FL1500,Qatar Airways,HYD,CCU,18-02-2025,06:54:32,152,06:31:35,168,233,4041,Fog,Late Aircraft,G45,T3,264,Tuesday,August,Delayed
FL1501,Vistara,CCU,HYD,21-12-2025,16:24:48,176,08:53:08,212,205,4333,Rain,Late Aircraft,G4,T3,210,Sunday,April,Delayed
FL1502,Vistara,MAA,DEL,28-12-2025,07:28:26,126,08:39:46,151,141,2074,Clear,Technical,G28,T3,133,Wednesday,November,Delayed
FL1503,IndiGo,DEL,BLR,01-10-2024,23:32:55,112,00:57:07,134,302,3002,Storm,Late Aircraft,G41,T3,307,Wednesday,February,Delayed
FL1504,Air India,BLR,CCU,04-11-2025,22:19:34,28,02:42:23,58,261,2797,Storm,Crew Issue,G11,T1,315,Tuesday,December,Delayed
FL1505,IndiGo,HYD,DEL,19-06-2024,19:43:19,141,21:32:36,148,110,3489,Rain,Security,G9,T2,88,Saturday,June,Delayed
FL1506,IndiGo,SIN,CCU,18-10-2024,22:24:43,27,23:47:30,19,143,2801,Cloudy,Weather,G27,T3,166,Tuesday,November,Delayed
FL1507,Akasa Air,DXB,DEL,20-06-2025,13:13:44,1,06:18:32,19,225,686,Cloudy,Weather,G16,T2,345,Saturday,March,On-Time
FL1508,SpiceJet,BLR,MAA,26-10-2024,17:50:52,1,15:39:14,7,327,2766,Fog,Crew Issue,G43,T3,262,Sunday,December,On-Time
FL1509,Vistara,CCU,MAA,01-01-2026,05:07:45,61,16:00:29,99,186,4618,Fog,Technical,G25,T1,328,Tuesday,March,Delayed
FL1510,IndiGo,BOM,MAA,14-05-2025,01:40:26,151,04:51:12,178,343,2624,Rain,Crew Issue,G43,T2,195,Wednesday,July,Delayed
FL1511,SpiceJet,BOM,CCU,09-01-2026,04:06:03,163,10:29:42,187,132,4320,Rain,Crew Issue,G38,T2,171,Thursday,May,Delayed
FL1512,Air India,BOM,DEL,24-10-2025,20:16:58,29,15:32:29,62,347,1774,Fog,Late Aircraft,G3,T3,205,Friday,January,Delayed
FL1513,Qatar Airways,BLR,SIN,23-06-2024,05:56:50,171,17:07:41,175,100,3434,Fog,Technical,G23,T1,124,Saturday,April,Delayed
FL1514,Akasa Air,CCU,BLR,09-06-2024,21:49:50,47,13:58:49,68,177,1935,Clear,Late Aircraft,G33,T2,216,Wednesday,March,Delayed
FL1515,Qatar Airways,DEL,HYD,27-05-2025,23:45:28,33,22:12:54,50,66,3567,Storm,Security,G37,T3,105,Friday,April,Delayed
FL1516,IndiGo,BOM,HYD,12-03-2026,14:50:51,64,17:47:03,54,106,3519,Rain,Weather,G19,T1,206,Monday,April,Delayed
FL1517,Qatar Airways,MAA,BOM,16-11-2024,09:37:37,145,08:32:47,162,185,3228,Storm,Air Traffic,G38,T3,113,Saturday,November,Delayed
FL1518,Akasa Air,BOM,CCU,23-09-2024,00:26:42,68,12:45:51,65,235,3999,Fog,Weather,G12,T1,80,Monday,April,Delayed
FL1519,Air India,SIN,DXB,18-03-2025,23:23:12,131,13:13:00,169,126,4952,Clear,Air Traffic,G4,T1,203,Monday,August,Delayed
FL1520,Akasa Air,DEL,MAA,10-01-2026,05:56:19,154,13:21:40,189,293,3934,Storm,Late Aircraft,G6,T2,174,Thursday,January,Delayed
FL1521,Vistara,DXB,CCU,11-01-2026,20:10:34,142,09:06:52,161,181,2472,Rain,Air Traffic,G37,T1,219,Tuesday,May,Delayed
FL1522,Air India,HYD,BLR,16-02-2026,09:19:05,123,17:13:37,149,94,3458,Clear,Security,G6,T3,245,Friday,April,Delayed
FL1523,Vistara,HYD,BLR,05-05-2025,00:53:44,17,21:45:26,15,344,4472,Cloudy,Crew Issue,G47,T1,175,Monday,May,Delayed
FL1524,Vistara,DXB,BOM,12-06-2025,23:59:34,144,12:47:10,178,283,1601,Rain,Late Aircraft,G4,T3,118,Tuesday,November,Delayed
FL1525,Qatar Airways,DEL,HYD,25-04-2025,17:55:21,164,14:35:50,194,221,664,Fog,Crew Issue,G22,T3,91,Sunday,August,Delayed
FL1526,Akasa Air,CCU,HYD,19-09-2024,03:38:18,97,01:44:32,118,168,640,Fog,Crew Issue,G46,T2,70,Tuesday,January,Delayed
FL1527,Air India,CCU,HYD,05-11-2025,14:26:55,43,04:35:26,43,151,1603,Clear,Air Traffic,G35,T1,160,Sunday,August,Delayed
FL1528,Akasa Air,CCU,SIN,26-02-2025,04:18:09,97,00:04:47,97,332,3470,Rain,Technical,G18,T1,153,Tuesday,November,Delayed
FL1529,Akasa Air,BLR,MAA,22-05-2025,22:51:27,151,23:11:32,159,224,1298,Clear,Technical,G21,T3,57,Sunday,July,Delayed
FL1530,Qatar Airways,CCU,SIN,10-03-2026,19:19:35,27,16:06:04,21,204,2960,Rain,Technical,G36,T1,196,Friday,June,Delayed
FL1531,IndiGo,CCU,HYD,01-03-2026,07:16:42,63,09:39:25,79,176,566,Fog,Security,G45,T3,96,Tuesday,October,Delayed
FL1532,Qatar Airways,BLR,SIN,23-07-2024,08:36:21,139,09:38:12,149,305,1810,Storm,Security,G28,T2,54,Tuesday,August,Delayed
FL1533,IndiGo,DEL,BOM,09-09-2024,04:56:05,19,10:21:18,49,105,1182,Rain,Security,G19,T1,203,Monday,September,Delayed
FL1534,SpiceJet,SIN,DEL,07-11-2025,15:06:45,47,15:54:01,80,295,4977,Cloudy,Technical,G36,T1,151,Wednesday,December,Delayed
